route_a,route_b,centroid_distance,normalized_centroid_distance,scatter_a,scatter_b
auto_execute,auto_recovery,2.7771021802643343,1.1144151494353751,1.266735909496992,3.717227529390875
auto_execute,human_review,4.515533603406304,1.9300180685530157,1.266735909496992,3.4125297170592566
auto_recovery,human_review,4.43915124266311,1.2452461112538833,3.717227529390875,3.4125297170592566
abort_candidate,auto_execute,17.73433653595287,14.902110946614162,1.1133747472394893,1.266735909496992
abort_candidate,auto_recovery,17.556201914096363,7.268742450203486,1.1133747472394893,3.717227529390875
abort_candidate,human_review,18.37424480405151,8.119590216272256,1.1133747472394893,3.4125297170592566
