threshold,precision,recall,false_trigger_rate,auto_coverage,auto_review_miss_rate,tp,fp,fn,tn
0.2,1.0,0.9473684210526315,0.0,0.7721518987341772,0.01639344262295082,36,0,2,120
0.4,1.0,0.9473684210526315,0.0,0.7721518987341772,0.01639344262295082,36,0,2,120
0.6,1.0,0.9473684210526315,0.0,0.7721518987341772,0.01639344262295082,36,0,2,120
0.8,1.0,0.9473684210526315,0.0,0.7721518987341772,0.01639344262295082,36,0,2,120
