suite,task,failure,controller,seed,episode,route,route_reason,success,final_distance,steps,max_triage_risk,first_action_anomaly_step,first_grasp_uncertain_step,first_perception_uncertain_step,first_review_step,first_abort_step,first_monitor_trigger_step,first_success_step,monitor_triggers,recovery_phase_replans,recovery_override_rate,trigger_mode,return,initial_distance,min_distance,distance_reduction,risk_event_rate,recovery_replans,visual_reestimate_triggers,unsafe_warning_events,unsafe_abort,min_danger_distance,review_needed,failure_or_review,first_action_anomaly_missing,first_grasp_uncertain_missing,first_perception_uncertain_missing,first_review_missing,learned_review_risk,split,route_idx,review_or_abort,not_auto_execute,progress_fraction,first_action_anomaly_signal,first_grasp_uncertain_signal,first_perception_uncertain_signal,inverse_min_danger_distance,stall_or_slow_progress,failure_family_known,multisignal_review_score,multisignal_review_pred,multisignal_route_pred,multisignal_route_confidence,split_multisignal,mechanism_label,expected_vppv_route,visual_evidence,depth_evidence,policy_embedding_evidence,action_outcome_evidence,progress_regularity_evidence,local_neighborhood_evidence,handoff_evidence,boundary_evidence,composite_risk_score,high_risk_label,route_uniform_retry,route_visual_only,route_embedding_only,route_single_score,route_composite_vppv
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,monitor_corrected,43002,0,human_review,grasp_outcome_uncertain,1.0,0.0128785795001114,102.0,3.75,999.0,30.0,999.0,30.0,30.0,5.0,101.0,3.0,2.0,0.9411764705882352,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9830113301930976,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9862374743947336,1,human_review,0.981063223057054,validation,handoff_servo_failure,human_review_or_servo_reset,0.5406562316062037,0.37845936212434256,0.6700057517222876,0.2908562618595825,0.45751647941436047,0.672257819685452,0.7779897823693587,0.0,0.46576582717352316,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,monitor_corrected,43004,0,human_review,grasp_outcome_uncertain,1.0,0.0132216668850355,102.0,3.75,999.0,30.0,999.0,30.0,30.0,5.0,101.0,3.0,2.0,0.9411764705882352,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9830325152315228,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.986256844375854,1,human_review,0.9810899191950684,train,handoff_servo_failure,human_review_or_servo_reset,0.5406678833773376,0.37846751836413633,0.670019521997264,0.2908562618595825,0.45780866945950516,0.6723523618364835,0.7780482203783876,0.0,0.4658183229631673,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,monitor_corrected,43006,0,human_review,grasp_outcome_uncertain,1.0,0.0184056116009592,101.0,3.75,999.0,30.0,999.0,30.0,30.0,5.0,100.0,3.0,2.0,0.9405940594059404,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9831994439907822,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9864316125102752,1,human_review,0.981337061023421,validation,handoff_servo_failure,human_review_or_servo_reset,0.5407596941949302,0.3785317859364511,0.6701280256907826,0.29073977962312353,0.460985947285273,0.6733597970309733,0.7786836759435412,0.0,0.4663509916922386,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,monitor_corrected,43008,0,human_review,grasp_outcome_uncertain,1.0,0.0152861493490489,102.0,3.75,999.0,30.0,999.0,30.0,30.0,5.0,101.0,3.0,2.0,0.9411764705882352,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9831594463021248,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9863728116825742,1,human_review,0.9812494753056112,train,handoff_servo_failure,human_review_or_servo_reset,0.5407376954661687,0.37851638682631805,0.6701020271931553,0.2908562618595825,0.45956688398696166,0.672921078792666,0.7783998632838789,0.0,0.4661340609939076,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,perturbed,43000,0,human_review,grasp_outcome_uncertain,0.0,0.2405020088612716,220.0,3.75,999.0,30.0,999.0,30.0,30.0,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9450833632467066,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9764321478023148,1,human_review,0.9722575869170166,train,handoff_servo_failure,human_review_or_servo_reset,0.5197958497856887,0.3638570948499821,0.6453525732071335,0.008870967741935484,0.7974113605536358,0.7618996947696575,0.5959687585972138,0.0,0.4341055905787695,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,perturbed,43002,0,human_review,grasp_outcome_uncertain,0.0,0.2745890069630131,220.0,3.75,999.0,30.0,999.0,30.0,30.0,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9512731163919488,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9797371928521432,1,human_review,0.9761265358426238,validation,handoff_servo_failure,human_review_or_servo_reset,0.5232002140155718,0.36624014981090025,0.6493759127515408,0.008870967741935484,0.8264415200752397,0.7726204123983422,0.6017747905015345,0.0,0.44042907715521573,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,perturbed,43004,0,human_review,grasp_outcome_uncertain,0.0,0.2547292345957517,220.0,3.75,999.0,30.0,999.0,30.0,30.0,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9477521377792232,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.97787685940294,1,human_review,0.9739699242901848,train,handoff_servo_failure,human_review_or_servo_reset,0.5212636757785728,0.36488457304500094,0.6470872766532693,0.008870967741935484,0.8095279638223973,0.7664020274733538,0.598392079250966,0.0,0.4367680187549899,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,perturbed,43006,0,human_review,grasp_outcome_uncertain,0.0,0.3494225934592614,220.0,3.75,999.0,30.0,999.0,30.0,30.0,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9626168779805554,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.985381033599922,1,human_review,0.982330616340648,validation,handoff_servo_failure,human_review_or_servo_reset,0.5294392828893055,0.37060749802251386,0.6567493577841352,0.008870967741935484,0.8901734728589861,0.7954267207497634,0.6145211810582838,0.0,0.45370261774344534,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,jaw_stuck_open,perturbed,43008,0,human_review,grasp_outcome_uncertain,0.0,0.2623061332728496,220.0,3.75,999.0,30.0,999.0,30.0,30.0,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,1.0,0.0,0.9491229638123968,train_even_seed,2,1,1,0.0,0.0,0.96996996996997,0.0,1.0,1.0,1,0.9786073084978728,1,human_review,0.9748232367604434,train,handoff_servo_failure,human_review_or_servo_reset,0.5220176300968182,0.36541234106777276,0.647978313574832,0.008870967741935484,0.8159808223762265,0.7687834035002838,0.5996826509617319,0.0,0.43817224414379913,True,low_gain_correction_or_replan,continue,human_review_or_servo_reset,human_review_or_servo_reset,human_review_or_servo_reset
observable_jaw_stuck_10seed,GauzeRetrieve,none,clean,43000,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0123994672532815,35.0,3.09375,999.0,999.0,999.0,999.0,,,34.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0077624557831382,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0198492566241124,0,auto_execute,0.9560937303427908,train,nominal,continue,0.00426935068072601,0.002988545476508207,0.028684709162265634,0.006754032258064516,0.37418765184570546,0.12659865013484445,0.07483753036914109,0.0,0.0669731861746677,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,clean,43002,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0128146525690532,35.0,3.0,999.0,999.0,999.0,999.0,,,34.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0077669650549393,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.019870051408146,0,auto_execute,0.9562491949647426,validation,nominal,continue,0.004271830780216615,0.0029902815461516304,0.027629172447000867,0.0064516129032258064,0.37454124402510197,0.12617695943103102,0.0749082488050204,0.0,0.06680719351530295,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,clean,43004,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0103753049586258,35.0,3.09375,999.0,999.0,999.0,999.0,,,34.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0077049868742802,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.019690015968168,0,auto_execute,0.95655542750431,train,nominal,continue,0.004237742780854111,0.0029664199465978774,0.028647354371507935,0.006754032258064516,0.3724637759521439,0.12606280997139713,0.07449275519042879,0.0,0.06668178046361557,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,clean,43006,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0180275669650384,35.0,3.0,999.0,999.0,999.0,999.0,,,34.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0079170190413349,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0202865344875764,0,auto_execute,0.9550419514069424,validation,nominal,continue,0.004354360472734195,0.0030480523309139368,0.027726707538158007,0.0064516129032258064,0.3789808176137245,0.12755759905319636,0.0757961635227449,0.0,0.06755821993059305,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,clean,43008,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0127395234008329,35.0,3.0,999.0,999.0,999.0,999.0,,,34.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0077648232148309,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0198641119009833,0,auto_execute,0.9562663591105248,train,nominal,continue,0.004270652768156995,0.0029894569377098964,0.027627780250930406,0.0064516129032258064,0.374477260340424,0.1261570682275924,0.0748954520680848,0.0,0.06679637525871708,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,monitor_corrected,43000,0,auto_execute,nominal_no_alarm,1.0,0.0124623686922585,35.0,3.0,999.0,999.0,999.0,999.0,,5.0,34.0,1.0,0.0,0.8285714285714286,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.012463960358945,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0264098410440285,0,auto_execute,0.9028194508752364,train,nominal,continue,0.006855178197419751,0.004798624738193825,0.03068221939460457,0.20341589861751153,0.3742412217964002,0.12761347623622232,0.07484824435928004,0.0,0.10348658651372845,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,monitor_corrected,43002,0,auto_execute,nominal_no_alarm,1.0,0.0125896631032279,35.0,3.0,999.0,999.0,999.0,999.0,,5.0,34.0,1.0,0.0,0.8285714285714286,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0124697585286496,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0264233047383568,0,auto_execute,0.9027584953760244,validation,nominal,continue,0.006858367190757281,0.004800857033530097,0.030685988204912563,0.20341589861751153,0.3743496319604639,0.12764788369059546,0.07486992639209278,0.0,0.10350550460360253,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,monitor_corrected,43004,0,auto_execute,nominal_no_alarm,1.0,0.0117393359899586,35.0,3.0,999.0,999.0,999.0,999.0,,5.0,34.0,1.0,0.0,0.8285714285714286,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0124310772010291,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0263334977280644,0,auto_execute,0.9031650122013196,train,nominal,continue,0.006837092460566006,0.004785964722396204,0.030660845341959238,0.20341589861751153,0.3736254516829847,0.12741805817587504,0.07472509033659695,0.0,0.10337914538315518,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,monitor_corrected,43006,0,auto_execute,nominal_no_alarm,1.0,0.0177223214307544,35.0,3.0,999.0,999.0,999.0,999.0,,5.0,34.0,1.0,0.0,0.8285714285714286,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0127057791256334,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0269719539163185,0,auto_execute,0.9002712409575485,validation,nominal,continue,0.0069881785190983705,0.004891724963368859,0.03083940159295203,0.20341589861751153,0.3787208555446953,0.1290359574598846,0.07574417110893907,0.0,0.10426890916298157,False,continue,continue,continue,continue,continue
observable_jaw_stuck_10seed,GauzeRetrieve,none,monitor_corrected,43008,0,auto_execute,nominal_no_alarm,1.0,0.0125720239955394,35.0,3.0,999.0,999.0,999.0,999.0,,5.0,34.0,1.0,0.0,0.8285714285714286,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0124689549209412,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0264214386715094,0,auto_execute,0.9027669440395067,train,nominal,continue,0.00685792520651766,0.0048005476445623614,0.030685465859902103,0.20341589861751153,0.3743346096311732,0.12764311581930302,0.07486692192623465,0.0,0.1035028830925055,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,action_freeze,clean,43000,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0164531639513731,23.0,1.5,999.0,999.0,999.0,999.0,,,22.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,1.0,1.0,1.0,0.006966252699002,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0181139360224985,0,auto_execute,0.963826033252854,train,policy_approach_drift,low_gain_correction_or_replan,0.0038314389844511004,0.00268200728911577,0.01017322554467388,0.0016129032258064516,0.3627884936356483,0.3139231608630314,0.07255769872712967,0.0,0.06112895510076985,False,low_gain_correction_or_replan,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,action_freeze,clean,43002,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0120520649200688,19.0,1.5,999.0,999.0,999.0,999.0,,,18.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,1.0,1.0,1.0,0.0066140526295692,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0172316706621597,0,auto_execute,0.9660123891324964,validation,policy_approach_drift,low_gain_correction_or_replan,0.0036377289462630603,0.002546410262384142,0.00994429549954256,0.0016129032258064516,0.3540898067809338,0.3111990897840514,0.07081796135618677,0.0,0.05964164854518536,False,low_gain_correction_or_replan,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,action_freeze,clean,43004,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0126283258918914,18.0,1.5,999.0,999.0,999.0,999.0,,,17.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,1.0,1.0,1.0,0.0065691579825625,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0171317821520953,0,auto_execute,0.966242546545316,train,policy_approach_drift,low_gain_correction_or_replan,0.003613036890409375,0.0025291258232865623,0.009915113978988206,0.0016129032258064516,0.3533429551272705,0.31096044352767527,0.0706685910254541,0.0,0.05950997685233101,False,low_gain_correction_or_replan,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,action_freeze,monitor_corrected,43000,0,auto_recovery,reversible_action_or_execution_anomaly,1.0,0.0164530364697951,25.0,2.59375,0.0,999.0,999.0,999.0,,0.0,24.0,2.0,0.0,0.92,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,1.0,0.0017853339790574,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0087782454342894,0,auto_recovery,0.9522790977187529,train,policy_approach_drift,low_gain_correction_or_replan,0.00098193368848157,0.000687353581937099,0.019154418699290535,0.7016411290322581,0.3652636325908361,0.31915629912689614,0.07305272651816723,0.0,0.1881007992735251,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,action_freeze,monitor_corrected,43002,0,auto_recovery,reversible_action_or_execution_anomaly,1.0,0.0120520772397656,21.0,2.59375,0.0,999.0,999.0,999.0,,0.0,20.0,2.0,0.0,0.9047619047619048,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,1.0,0.0016886806582365,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0083394266493134,0,auto_recovery,0.9495742069813228,validation,policy_approach_drift,low_gain_correction_or_replan,0.000928774362030075,0.0006501420534210524,0.01909159404075695,0.698593509984639,0.35656506479774436,0.31651531645970177,0.07131301295954888,0.0,0.18613424461745234,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,action_freeze,monitor_corrected,43004,0,auto_recovery,reversible_action_or_execution_anomaly,1.0,0.0126283394294047,20.0,2.59375,0.0,999.0,999.0,999.0,,0.0,19.0,2.0,0.0,0.9,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,1.0,0.0016753211764165,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0082871276241264,0,auto_recovery,0.9491925705128113,train,policy_approach_drift,low_gain_correction_or_replan,0.000921426647029075,0.0006449986529203525,0.01908291037757395,0.6976411290322581,0.35581821418123327,0.31628691944315696,0.07116364283624665,0.0,0.18583969685591245,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,action_freeze,perturbed,43000,0,auto_recovery,reversible_action_or_execution_anomaly,0.0,0.4783800874541053,120.0,3.25,0.0,999.0,999.0,30.0,,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,0.0,0.0502747683183047,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0796682567162449,0,auto_recovery,0.9684316237790094,train,policy_approach_drift,low_gain_correction_or_replan,0.027651122575067588,0.01935578580254731,0.05808182521334966,0.45725806451612905,0.8762376237623762,0.49191219973538775,0.17524752475247526,0.0,0.24020350471183993,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,action_freeze,perturbed,43002,0,auto_recovery,reversible_action_or_execution_anomaly,0.0,0.4399641194529713,120.0,3.25,0.0,999.0,999.0,30.0,,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,0.0,0.0439062615860156,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.067920216835139,0,auto_recovery,0.968582354938235,validation,policy_approach_drift,low_gain_correction_or_replan,0.02414844387230858,0.016903910710616005,0.05394229583736175,0.45725806451612905,0.8435207011421711,0.48002735826133225,0.16870414022843425,0.0,0.23324165806681033,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,action_freeze,perturbed,43004,0,auto_recovery,reversible_action_or_execution_anomaly,0.0,0.3518957103240602,120.0,3.25,0.0,999.0,999.0,30.0,,,,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,1.0,0.0,0.0320888875235212,train_even_seed,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0471858492312711,0,auto_recovery,0.9671530360059856,train,policy_approach_drift,low_gain_correction_or_replan,0.017648888137936664,0.012354221696555664,0.0462610026967404,0.45725806451612905,0.7685173242476961,0.45368569862267905,0.15370346484953923,0.0,0.21803624591794582,False,low_gain_correction_or_replan,continue,continue,continue,low_gain_correction_or_replan
third_task_reach_freeze,NeedleReach,none,clean,43000,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0164531639513731,23.0,1.5,999.0,999.0,999.0,999.0,,,22.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.006966252699002,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0181139360224985,0,auto_execute,0.963826033252854,train,nominal,continue,0.0038314389844511004,0.00268200728911577,0.01017322554467388,0.0016129032258064516,0.3627884936356483,0.11392316086303142,0.07255769872712967,0.0,0.06112895510076985,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,none,clean,43002,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0120520649200688,19.0,1.5,999.0,999.0,999.0,999.0,,,18.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0066140526295692,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0172316706621597,0,auto_execute,0.9660123891324964,validation,nominal,continue,0.0036377289462630603,0.002546410262384142,0.00994429549954256,0.0016129032258064516,0.3540898067809338,0.11119908978405142,0.07081796135618677,0.0,0.05964164854518536,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,none,clean,43004,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0126283258918914,18.0,1.5,999.0,999.0,999.0,999.0,,,17.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0065691579825625,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0171317821520953,0,auto_execute,0.966242546545316,train,nominal,continue,0.003613036890409375,0.0025291258232865623,0.009915113978988206,0.0016129032258064516,0.3533429551272705,0.11096044352767524,0.0706685910254541,0.0,0.05950997685233101,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,none,monitor_corrected,43000,0,auto_execute,nominal_no_alarm,1.0,0.0164531418481063,23.0,1.5,999.0,999.0,999.0,999.0,,,22.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0069662521332937,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0181139344299561,0,auto_execute,0.9638260374444562,train,nominal,continue,0.0038314386733115354,0.0026820070713180744,0.010173225176963487,0.0016129032258064516,0.3627884748114221,0.11392315503190838,0.07255769496228442,0.0,0.061128951935473574,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,none,monitor_corrected,43002,0,auto_execute,nominal_no_alarm,1.0,0.0120520452085876,19.0,1.5,999.0,999.0,999.0,999.0,,,18.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0066140521504123,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0172316693112278,0,auto_execute,0.96601239264595,validation,nominal,continue,0.0036377286827267655,0.0025464100779087357,0.009944295188090577,0.0016129032258064516,0.3540897899936696,0.11119908459214617,0.07081795799873392,0.0,0.05964164572927573,False,continue,continue,continue,continue,continue
third_task_reach_freeze,NeedleReach,none,monitor_corrected,43004,0,auto_execute,nominal_no_alarm,1.0,0.0126283296208775,18.0,1.5,999.0,999.0,999.0,999.0,,,17.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,1.0,0.0065691580725974,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0171317824061751,0,auto_execute,0.9662425458851392,train,nominal,continue,0.0036130369399285703,0.002529125857949999,0.00991511403751089,0.0016129032258064516,0.35334295830305795,0.11096044450967282,0.0706685916606116,0.0,0.059509977384874464,False,continue,continue,continue,continue,continue
visual_state_drift_5seed,NeedlePick,depth_scale_error,clean,43000,0,auto_execute,clean_reference_no_action_anomaly,1.0,0.0210823226468185,44.0,2.25,999.0,999.0,999.0,999.0,,,43.0,0.0,0.0,0.0,,,0.0210813645507613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,1.0,1.0,1.0,0.008609831403276,train_even_seed,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0219842687172998,0,auto_execute,0.9523371691658488,train,depth_scale_error,depth_reestimate_or_cautious_approach,0.0047354072718018,0.3033147850902613,0.01970929363793585,0.004032258064516129,0.3927210112468732,0.3276709501930299,0.07854420224937464,0.0,0.10415421904381009,True,low_gain_correction_or_replan,continue,continue,continue,continue
