method,preset,policy,success_rate,budget_exhaustion_rate,mean_cumulative_cost,mean_final_distance,mean_interventions,intervention_rate,mean_tangent_corrections,tangent_correction_rate,false_intervention_rate,seeds
always_tangent,prototype,ppo,0.10666666666666667,0.0,0.0,0.7406205645079414,147.82333333333335,1.0,67.38333333333333,0.42285952507514296,0.5771404749248571,3
always_tangent,strict,ppo,0.016666666666666666,0.0,0.0,0.6407718962679306,118.54,1.0,47.49,0.3958263888888889,0.604173611111111,3
risk_gated_tangent,prototype,ppo,0.10666666666666667,0.0,0.0,0.7406205645079414,70.37666666666667,0.4497847196504776,67.38333333333333,0.42285952507514296,0.0269251945753346,3
risk_gated_tangent,strict,ppo,0.016666666666666666,0.0,0.0,0.6407718962679306,50.92333333333334,0.4257536717752235,47.49,0.3958263888888889,0.029927282886334564,3
unshielded,prototype,ppo,0.08333333333333333,0.9066666666666667,1.8570202275276184,0.7225182540218036,0.0,0.0,0.0,0.0,0.0,3
unshielded,strict,ppo,0.013333333333333334,0.9766666666666666,1.0761310461839042,0.7156231282030543,0.0,0.0,0.0,0.0,0.0,3
