task,failure_mode,episode,failure_label,risk_score,detected,distance_risk,safety_risk,intervention_risk,delay_risk,success,detection_delay,split,learned_risk_score
navigation,state_dropout,1,1.0,0.6328102653301679,1.0,0.0711681407231551,0.0,0.0,0.0,1.0,0.0,eval,0.9983383453931031
navigation,state_dropout,2,1.0,0.6387065592178931,1.0,0.10392532898829533,0.0,0.0,0.0,1.0,0.0,train,0.998335210549075
navigation,state_dropout,3,1.0,0.6338770108039562,1.0,0.07709450446642362,0.0,0.0,0.0,1.0,0.0,eval,0.9983377786804786
navigation,state_dropout,4,1.0,0.6324500941771727,1.0,0.06916718987318185,0.0,0.0,0.0,1.0,0.0,train,0.9983385366918481
navigation,state_dropout,5,1.0,0.6382487927950345,1.0,0.10138218219463642,0.0,0.0,0.0,1.0,0.0,eval,0.998335454138013
navigation,state_dropout,6,1.0,0.6348576738742682,1.0,0.08254263263482313,0.0,0.0,0.0,1.0,0.0,train,0.9983372575292337
navigation,state_dropout,7,1.0,0.6372927554983359,1.0,0.09607086387964395,0.0,0.0,0.0,1.0,0.0,eval,0.9983359627545673
navigation,state_dropout,8,1.0,0.6373286176644839,1.0,0.09627009813602154,0.0,0.0,0.0,1.0,0.0,train,0.9983359436785193
navigation,state_dropout,9,1.0,0.6392581905768467,1.0,0.10698994764914879,0.0,0.0,0.0,1.0,0.0,eval,0.9983349169649807
navigation,state_dropout,10,1.0,0.6353116068014731,1.0,0.08506448223040654,0.0,0.0,0.0,1.0,0.0,train,0.9983370162416038
navigation,state_dropout,11,1.0,0.637822827054904,1.0,0.09901570586057809,0.0,0.0,0.0,1.0,0.0,eval,0.9983356807730537
navigation,state_dropout,12,1.0,0.6343074486118097,1.0,0.07948582562116475,0.0,0.0,0.0,1.0,0.0,train,0.9983375499541081
navigation,state_dropout,13,1.0,0.6364278080830207,1.0,0.09126560046122624,0.0,0.0,0.0,1.0,0.0,eval,0.9983364227771712
navigation,state_dropout,14,1.0,0.6385969662207823,1.0,0.1033164790043464,0.0,0.0,0.0,1.0,0.0,train,0.9983352688694838
navigation,state_dropout,15,1.0,0.6390547140745017,1.0,0.10585952263612013,0.0,0.0,0.0,1.0,0.0,eval,0.998335025263362
navigation,state_dropout,16,1.0,0.6369513546503507,1.0,0.09417419250194843,0.0,0.0,0.0,1.0,0.0,train,0.9983361443439036
navigation,state_dropout,17,1.0,0.6365668362608323,1.0,0.09203797922684596,0.0,0.0,0.0,1.0,0.0,eval,0.9983363488435476
navigation,state_dropout,18,1.0,0.6354871377807397,1.0,0.08603965433744283,0.0,0.0,0.0,1.0,0.0,train,0.9983369229289014
navigation,state_dropout,19,1.0,0.6388192635774612,1.0,0.10455146431922913,0.0,0.0,0.0,1.0,0.0,eval,0.9983351505708135
navigation,state_dropout,20,1.0,0.6357735946086737,1.0,0.08763108115929823,0.0,0.0,0.0,1.0,0.0,train,0.9983367706365178
navigation,state_dropout,21,1.0,0.6339038163882036,1.0,0.07724342437890859,0.0,0.0,0.0,1.0,0.0,eval,0.9983377644374244
navigation,state_dropout,22,1.0,0.6332130299623195,1.0,0.07340572201288663,0.0,0.0,0.0,1.0,0.0,train,0.9983381314455169
navigation,state_dropout,23,1.0,0.6771687953403362,1.0,0.07729730353905605,0.0,0.7209213450551033,0.0,1.0,0.0,eval,0.9943443816853055
navigation,state_dropout,24,1.0,0.6349007759415186,1.0,0.08278208856399243,0.0,0.0,0.0,1.0,0.0,train,0.9983372346198713
navigation,state_dropout,25,1.0,0.6370359793763894,1.0,0.09464432986883016,0.0,0.0,0.0,1.0,0.0,eval,0.9983360993342959
navigation,state_dropout,26,1.0,0.6369040384200904,1.0,0.09391132455605726,0.0,0.0,0.0,1.0,0.0,train,0.9983361695095996
navigation,state_dropout,27,1.0,0.6342207369208336,1.0,0.07900409400463104,0.0,0.0,0.0,1.0,0.0,eval,0.9983375960335598
navigation,state_dropout,28,1.0,0.6382834613781709,1.0,0.10157478543428274,0.0,0.0,0.0,1.0,0.0,train,0.99833543569124
navigation,state_dropout,29,1.0,0.6342526665559182,1.0,0.07918148086621211,0.0,0.0,0.0,1.0,0.0,eval,0.9983375790659835
navigation,state_dropout,30,1.0,0.6366949179310065,1.0,0.09274954406114724,0.0,0.0,0.0,1.0,0.0,train,0.998336280728251
navigation,state_dropout,31,1.0,0.634262132690503,1.0,0.0792340705027947,0.0,0.0,0.0,1.0,0.0,eval,0.9983375740355966
navigation,state_dropout,32,1.0,0.6369806980169737,1.0,0.09433721120540912,0.0,0.0,0.0,1.0,0.0,train,0.9983361287370967
navigation,state_dropout,33,1.0,0.6315167886018753,1.0,0.06398215889930725,0.0,0.0,0.0,1.0,0.0,eval,0.9983390322988365
navigation,state_dropout,34,1.0,0.6380338323116302,1.0,0.10018795728683472,0.0,0.0,0.0,1.0,0.0,train,0.9983355685115729
navigation,state_dropout,35,1.0,0.6326088376228626,1.0,0.07004909790479219,0.0,0.0,0.0,1.0,0.0,eval,0.9983384523806932
navigation,state_dropout,36,1.0,0.6325524256091851,1.0,0.06973569782880636,0.0,0.0,0.0,1.0,0.0,train,0.9983384823424951
navigation,state_dropout,37,1.0,0.6327605175742737,1.0,0.07089176430152012,0.0,0.0,0.0,1.0,0.0,eval,0.9983383718170813
navigation,state_dropout,38,1.0,0.6372140966241177,1.0,0.09563387013398683,0.0,0.0,0.0,1.0,0.0,train,0.9983360045945676
navigation,state_dropout,39,1.0,0.6380848334844296,1.0,0.10047129713571988,0.0,0.0,0.0,1.0,0.0,eval,0.9983355413761991
navigation,state_dropout,40,1.0,0.6959524040726515,1.0,0.08862446707028608,0.0,1.0,0.0,1.0,0.0,train,0.9909258988605771
navigation,state_dropout,41,1.0,0.6371530732741723,1.0,0.09529485152317928,0.0,0.0,0.0,1.0,0.0,eval,0.9983360370532075
navigation,state_dropout,42,1.0,0.6336389358685567,1.0,0.07577186593642601,0.0,0.0,0.0,1.0,0.0,train,0.9983379051754255
navigation,state_dropout,43,1.0,0.6356143508278407,1.0,0.08674639348800366,0.0,0.0,0.0,1.0,0.0,eval,0.9983368552988643
navigation,state_dropout,44,1.0,0.6371424909279897,1.0,0.0952360607110537,0.0,0.0,0.0,1.0,0.0,train,0.9983360426819486
navigation,state_dropout,45,1.0,0.6351577975887519,1.0,0.08420998660417703,0.0,0.0,0.0,1.0,0.0,eval,0.9983370980026646
navigation,state_dropout,46,1.0,0.6364672427452528,1.0,0.09148468191807087,0.0,0.0,0.0,1.0,0.0,train,0.998336401806594
navigation,state_dropout,47,1.0,0.6369248069708164,1.0,0.09402670539342439,0.0,0.0,0.0,1.0,0.0,eval,0.9983361584636473
navigation,state_dropout,48,1.0,0.638607534124301,1.0,0.10337518957945016,0.0,0.0,0.0,1.0,0.0,train,0.998335263245815
navigation,state_dropout,49,1.0,0.6317523432924197,1.0,0.06529079606899849,0.0,0.0,0.0,1.0,0.0,eval,0.9983389072277379
navigation,state_dropout,50,1.0,0.6377180599707823,1.0,0.0984336665043464,0.0,0.0,0.0,1.0,0.0,train,0.9983357365096526
navigation,state_dropout,51,1.0,0.6343421367957042,1.0,0.07967853775391212,0.0,0.0,0.0,1.0,0.0,eval,0.9983375315201063
navigation,state_dropout,52,1.0,0.6344539261093507,1.0,0.08029958949639247,0.0,0.0,0.0,1.0,0.0,train,0.9983374721116182
navigation,state_dropout,53,1.0,0.6358419094406641,1.0,0.08801060800368969,0.0,0.0,0.0,1.0,0.0,eval,0.9983367343154511
navigation,state_dropout,54,1.0,0.6375769097529925,1.0,0.09764949862773602,0.0,0.0,0.0,1.0,0.0,train,0.9983358115993095
navigation,state_dropout,55,1.0,0.6375420946799791,1.0,0.09745608155543987,0.0,0.0,0.0,1.0,0.0,eval,0.9983358301198513
navigation,state_dropout,56,1.0,0.6376313111415276,1.0,0.09795172856404231,0.0,0.0,0.0,1.0,0.0,train,0.9983357826590421
navigation,state_dropout,57,1.0,0.6381998383540374,1.0,0.10111021307798532,0.0,0.0,0.0,1.0,0.0,eval,0.9983354801857864
navigation,state_dropout,58,1.0,0.6327317911157241,1.0,0.07073217286513402,0.0,0.0,0.0,1.0,0.0,train,0.9983383870752129
navigation,state_dropout,59,1.0,0.63831365273549,1.0,0.10174251519716702,0.0,0.0,0.0,1.0,0.0,eval,0.9983354196265838
navigation,state_dropout,60,1.0,0.6341956840570157,1.0,0.07886491142786466,0.0,0.0,0.0,1.0,0.0,train,0.9983376093466623
navigation,state_dropout,61,1.0,0.6340486267896799,1.0,0.07804792660933274,0.0,0.0,0.0,1.0,0.0,eval,0.9983376874908115
navigation,state_dropout,62,1.0,0.6349660866994125,1.0,0.08314492610784677,0.0,0.0,0.0,1.0,0.0,train,0.9983371999056733
navigation,state_dropout,63,1.0,0.6373257497640756,1.0,0.09625416535597581,0.0,0.0,0.0,1.0,0.0,eval,0.9983359452040405
navigation,state_dropout,64,1.0,0.6393689967577274,1.0,0.10760553754293001,0.0,0.0,0.0,1.0,0.0,train,0.9983348579865156
navigation,state_dropout,65,1.0,0.6331312308403162,1.0,0.07295128244620103,0.0,0.0,0.0,1.0,0.0,eval,0.9983381748992355
navigation,state_dropout,66,1.0,0.6369587678634203,1.0,0.09421537701900189,0.0,0.0,0.0,1.0,0.0,train,0.9983361404010641
navigation,state_dropout,67,1.0,0.6339010248275904,1.0,0.0772279157088353,0.0,0.0,0.0,1.0,0.0,eval,0.998337765920716
navigation,state_dropout,68,1.0,0.6377391070585985,1.0,0.09855059476999135,0.0,0.0,0.0,1.0,0.0,train,0.9983357253126489
navigation,state_dropout,69,1.0,0.6352909032427347,1.0,0.08494946245963757,0.0,0.0,0.0,1.0,0.0,eval,0.9983370272473221
navigation,state_dropout,70,1.0,0.6314948749542236,1.0,0.06386041641235352,0.0,0.0,0.0,1.0,0.0,train,0.9983390439337199
navigation,state_dropout,71,1.0,0.6390492114195456,1.0,0.10582895233080937,0.0,0.0,0.0,1.0,0.0,eval,0.9983350281919987
navigation,state_dropout,72,1.0,0.6377313430951191,1.0,0.09850746163955101,0.0,0.0,0.0,1.0,0.0,train,0.998335729443069
navigation,state_dropout,73,1.0,0.6380984818018399,1.0,0.1005471211213332,0.0,0.0,0.0,1.0,0.0,eval,0.9983355341144834
navigation,state_dropout,74,1.0,0.6349227483914449,1.0,0.08290415773024926,0.0,0.0,0.0,1.0,0.0,train,0.9983372229410801
navigation,state_dropout,75,1.0,0.633367625268606,1.0,0.0742645848255891,0.0,0.0,0.0,1.0,0.0,eval,0.9983380493175649
navigation,state_dropout,76,1.0,0.6323192704640902,1.0,0.06844039146716778,0.0,0.0,0.0,1.0,0.0,train,0.9983386061711812
navigation,state_dropout,77,1.0,0.6306103422550055,1.0,0.058946345861141496,0.0,0.0,0.0,1.0,0.0,eval,0.9983395135016673
navigation,state_dropout,78,1.0,0.6351785620130025,1.0,0.08432534451668079,0.0,0.0,0.0,1.0,0.0,train,0.9983370869650597
navigation,state_dropout,79,1.0,0.6382404717573753,1.0,0.10133595420764042,0.0,0.0,0.0,1.0,0.0,eval,0.9983354585655155
navigation,state_dropout,80,1.0,0.6383386241014187,1.0,0.10188124500788175,0.0,0.0,0.0,1.0,0.0,train,0.9983354063393393
navigation,state_dropout,81,1.0,0.6354936792758795,1.0,0.08607599597710829,0.0,0.0,0.0,1.0,0.0,eval,0.9983369194513255
navigation,state_dropout,82,1.0,0.6335092603472563,1.0,0.07505144637364608,0.0,0.0,0.0,1.0,0.0,train,0.9983379740711101
navigation,state_dropout,83,1.0,0.6380157789817223,1.0,0.10008766100956844,0.0,0.0,0.0,1.0,0.0,eval,0.9983355781168122
navigation,state_dropout,84,1.0,0.6340365135211211,1.0,0.07798063067289498,0.0,0.0,0.0,1.0,0.0,train,0.9983376939274673
navigation,state_dropout,85,1.0,0.6345342025619287,1.0,0.08074556978849264,0.0,0.0,0.0,1.0,0.0,eval,0.9983374294487851
navigation,state_dropout,86,1.0,0.6321834165774859,1.0,0.0676856476526994,0.0,0.0,0.0,1.0,0.0,train,0.9983386783189255
navigation,state_dropout,87,1.0,0.6355108031172019,1.0,0.08617112842889932,0.0,0.0,0.0,1.0,0.0,eval,0.9983369103479501
navigation,state_dropout,88,1.0,0.6382531132147863,1.0,0.1014061845265902,0.0,0.0,0.0,1.0,0.0,train,0.9983354518391762
navigation,state_dropout,89,1.0,0.6355615505117637,1.0,0.08645305839868692,0.0,0.0,0.0,1.0,0.0,eval,0.998336883369332
navigation,state_dropout,90,1.0,0.6328386884927749,1.0,0.07132604718208313,0.0,0.0,0.0,1.0,0.0,train,0.9983383302956906
navigation,state_dropout,91,1.0,0.635903960282986,1.0,0.08835533490547767,0.0,0.0,0.0,1.0,0.0,eval,0.9983367013240845
navigation,state_dropout,92,1.0,0.6352556074353365,1.0,0.08475337464075822,0.0,0.0,0.0,1.0,0.0,train,0.9983370460099055
navigation,state_dropout,93,1.0,0.6297417862369464,1.0,0.054121034649702214,0.0,0.0,0.0,1.0,0.0,eval,0.9983399744591832
navigation,state_dropout,94,1.0,0.6359288212656975,1.0,0.0884934514760971,0.0,0.0,0.0,1.0,0.0,train,0.998336688105744
navigation,state_dropout,95,1.0,0.6379902381621875,1.0,0.09994576756770794,0.0,0.0,0.0,1.0,0.0,eval,0.9983355917056609
navigation,state_dropout,96,1.0,0.6359454715939669,1.0,0.08858595329981583,0.0,0.0,0.0,1.0,0.0,train,0.9983366792528691
navigation,state_dropout,97,1.0,0.6340090662699479,1.0,0.07782814594415517,0.0,0.0,0.0,1.0,0.0,eval,0.9983377085120855
navigation,state_dropout,98,1.0,0.6312231434537814,1.0,0.062350796965452336,0.0,0.0,0.0,1.0,0.0,train,0.9983391882007208
navigation,state_dropout,99,1.0,0.6377805843261573,1.0,0.09878102403420667,0.0,0.0,0.0,1.0,0.0,eval,0.9983357032466152
navigation,execution_slip,0,1.0,0.6540991235008606,1.0,0.0783284638936703,0.0,0.0,0.5,1.0,4.0,train,0.9988997967863117
navigation,execution_slip,1,1.0,0.6539885855408816,1.0,0.07771436411600846,0.0,0.0,0.5,1.0,4.0,eval,0.9988998356826084
navigation,execution_slip,2,1.0,0.6587188210395667,1.0,0.10399345021981458,0.0,0.0,0.5,1.0,4.0,train,0.9988981699698616
navigation,execution_slip,3,1.0,0.6559822880075529,1.0,0.08879048893084893,0.0,0.0,0.5,1.0,4.0,eval,0.9988991339239013
navigation,execution_slip,4,1.0,0.6539888764573978,1.0,0.07771598031887642,0.0,0.0,0.5,1.0,4.0,train,0.9988998355802421
navigation,execution_slip,5,1.0,0.6540010619392762,1.0,0.07778367744042324,0.0,0.0,0.5,1.0,4.0,eval,0.9988998312924596
navigation,execution_slip,6,1.0,0.6564937295592749,1.0,0.09163183088486011,0.0,0.0,0.5,1.0,4.0,train,0.9988989538307234
navigation,execution_slip,7,1.0,0.6550175696382156,1.0,0.08343094243453099,0.0,0.0,0.5,1.0,4.0,eval,0.9988994735486988
navigation,execution_slip,8,1.0,0.6562436321377755,1.0,0.090242400765419,0.0,0.0,0.5,1.0,4.0,train,0.9988990419008452
navigation,execution_slip,9,1.0,0.6585124725103378,1.0,0.10284706950187683,0.0,0.0,0.5,1.0,4.0,eval,0.9988982426862882
navigation,execution_slip,10,1.0,0.6552644876104134,1.0,0.08480270894674154,0.0,0.0,0.5,1.0,4.0,train,0.9988993866322955
navigation,execution_slip,11,1.0,0.655372376373181,1.0,0.08540209096211653,0.0,0.0,0.5,1.0,4.0,eval,0.9988993486527404
navigation,execution_slip,12,1.0,0.6564793508557173,1.0,0.09155194919842939,0.0,0.0,0.5,1.0,4.0,train,0.9988989588942776
navigation,execution_slip,13,1.0,0.6562026118773681,1.0,0.09001451042982248,0.0,0.0,0.5,1.0,4.0,eval,0.9988990563451818
navigation,execution_slip,14,1.0,0.6588629134343221,1.0,0.10479396352401146,0.0,0.0,0.5,1.0,4.0,train,0.998898119189414
navigation,execution_slip,15,1.0,0.6587028784018296,1.0,0.1039048800101647,0.0,0.0,0.5,1.0,4.0,eval,0.9988981755881564
navigation,execution_slip,16,1.0,0.6540467574963202,1.0,0.0780375416462238,0.0,0.0,0.5,1.0,4.0,train,0.998899815213127
navigation,execution_slip,17,1.0,0.6576464099150438,1.0,0.09803561063913198,0.0,0.0,0.5,1.0,4.0,eval,0.9988985478311324
navigation,execution_slip,18,1.0,0.656125170313395,1.0,0.08958427951886104,0.0,0.0,0.5,1.0,4.0,train,0.9988990836139227
navigation,execution_slip,19,1.0,0.6540699885212459,1.0,0.07816660289581005,0.0,0.0,0.5,1.0,4.0,eval,0.9988998070385141
navigation,execution_slip,20,1.0,0.6523736615364368,1.0,0.06874256409131563,0.0,0.0,0.5,1.0,4.0,train,0.9989004037883785
navigation,execution_slip,21,1.0,0.658018079491762,1.0,0.10010044162090008,0.0,0.0,0.5,1.0,4.0,eval,0.9988984168889824
navigation,execution_slip,22,1.0,0.6550212979087463,1.0,0.08345165504859044,0.0,0.0,0.5,1.0,4.0,train,0.9988994722363794
navigation,execution_slip,23,1.0,0.6944286710307069,1.0,0.07621010335592122,0.0,0.6785142071106854,0.5,1.0,4.0,eval,0.9965124246758789
navigation,execution_slip,24,1.0,0.6557181306527211,1.0,0.08732294807067284,0.0,0.0,0.5,1.0,4.0,train,0.9988992269297268
navigation,execution_slip,25,1.0,0.6559220352768899,1.0,0.08845575153827667,0.0,0.0,0.5,1.0,4.0,eval,0.9988991551386713
navigation,execution_slip,26,1.0,0.6564575104530042,1.0,0.09143061362780057,0.0,0.0,0.5,1.0,4.0,train,0.9988989665854734
navigation,execution_slip,27,1.0,0.655468693467287,1.0,0.08593718592937176,0.0,0.0,0.5,1.0,4.0,eval,0.9988993147455973
navigation,execution_slip,28,1.0,0.6593161943784127,1.0,0.1073121909911816,0.0,0.0,0.5,1.0,4.0,train,0.9988979594307689
navigation,execution_slip,29,1.0,0.6561630018399313,1.0,0.08979445466628441,0.0,0.0,0.5,1.0,4.0,eval,0.9988990702927614
navigation,execution_slip,30,1.0,0.656912850508323,1.0,0.0939602806017949,0.0,0.0,0.5,1.0,4.0,train,0.9988988062243263
navigation,execution_slip,31,1.0,0.6538931958721235,1.0,0.0771844215117968,0.0,0.0,0.5,1.0,4.0,eval,0.998899869247393
navigation,execution_slip,32,1.0,0.6572249121161607,1.0,0.0956939562008931,0.0,0.0,0.5,1.0,4.0,train,0.9988986963093479
navigation,execution_slip,33,1.0,0.6533575432575666,1.0,0.07420857365314777,0.0,0.0,0.5,1.0,4.0,eval,0.998900057708603
navigation,execution_slip,34,1.0,0.6586626143180407,1.0,0.10368119065578167,0.0,0.0,0.5,1.0,4.0,train,0.9988981897773687
navigation,execution_slip,35,1.0,0.6579261044814037,1.0,0.09958946934113136,0.0,0.0,0.5,1.0,4.0,eval,0.9988984492939583
navigation,execution_slip,36,1.0,0.6572095915445915,1.0,0.09560884191439702,0.0,0.0,0.5,1.0,4.0,train,0.9988987017058468
navigation,execution_slip,37,1.0,0.6530468464814699,1.0,0.0724824804526109,0.0,0.0,0.5,1.0,4.0,eval,0.9989001670077507
navigation,execution_slip,38,1.0,0.6579766517419081,1.0,0.09987028745504525,0.0,0.0,0.5,1.0,4.0,train,0.9988984314850785
navigation,execution_slip,39,1.0,0.6591131449662723,1.0,0.10618413870151226,0.0,0.0,0.5,1.0,4.0,eval,0.9988980309982946
navigation,execution_slip,40,1.0,0.7151582298370509,1.0,0.08421238798361558,0.0,1.0,0.5,1.0,4.0,train,0.993980800306301
navigation,execution_slip,41,1.0,0.6542556180174535,1.0,0.07919787787474118,0.0,0.0,0.5,1.0,4.0,eval,0.9988997417163897
navigation,execution_slip,42,1.0,0.6570456425501751,1.0,0.09469801416763893,0.0,0.0,0.5,1.0,4.0,train,0.9988987594533809
navigation,execution_slip,43,1.0,0.6548522434326318,1.0,0.08251246351462144,0.0,0.0,0.5,1.0,4.0,eval,0.998899531740546
navigation,execution_slip,44,1.0,0.6575957347338016,1.0,0.09775408185445345,0.0,0.0,0.5,1.0,4.0,train,0.9988985656831976
navigation,execution_slip,45,1.0,0.6549052541989546,1.0,0.0828069677719703,0.0,0.0,0.5,1.0,4.0,eval,0.9988995130820457
navigation,execution_slip,46,1.0,0.6570167159575683,1.0,0.09453731087537912,0.0,0.0,0.5,1.0,4.0,train,0.9988987696418419
navigation,execution_slip,47,1.0,0.6579469761940149,1.0,0.09970542330008286,0.0,0.0,0.5,1.0,4.0,eval,0.998898441940443
navigation,execution_slip,48,1.0,0.6516244019224093,1.0,0.06458001068005195,0.0,0.0,0.5,1.0,4.0,train,0.9989006672670189
navigation,execution_slip,49,1.0,0.6533117249378791,1.0,0.07395402743266179,0.0,0.0,0.5,1.0,4.0,eval,0.9989000738275832
navigation,execution_slip,50,1.0,0.6586815816622514,1.0,0.10378656479028554,0.0,0.0,0.5,1.0,4.0,train,0.9988981830932292
navigation,execution_slip,51,1.0,0.65413107583156,1.0,0.07850597684199993,0.0,0.0,0.5,1.0,4.0,eval,0.9988997855426119
navigation,execution_slip,52,1.0,0.6566814573682271,1.0,0.09267476315681751,0.0,0.0,0.5,1.0,4.0,train,0.9988988877190168
navigation,execution_slip,53,1.0,0.6565350520840059,1.0,0.09186140046669887,0.0,0.0,0.5,1.0,4.0,eval,0.9988989392785972
navigation,execution_slip,54,1.0,0.6529007713152812,1.0,0.07167095175156227,0.0,0.0,0.5,1.0,4.0,train,0.9989002183913747
navigation,execution_slip,55,1.0,0.6549168743537023,1.0,0.08287152418723473,0.0,0.0,0.5,1.0,4.0,eval,0.9988995089919916
navigation,execution_slip,56,1.0,0.6580749093110745,1.0,0.10041616283930264,0.0,0.0,0.5,1.0,4.0,train,0.9988983968660142
navigation,execution_slip,57,1.0,0.6548461362490288,1.0,0.08247853471682622,0.0,0.0,0.5,1.0,4.0,eval,0.9988995338901059
navigation,execution_slip,58,1.0,0.6544429197678199,1.0,0.0802384431545551,0.0,0.0,0.5,1.0,4.0,train,0.9988996758018803
navigation,execution_slip,59,1.0,0.6588544314641219,1.0,0.10474684146734384,0.0,0.0,0.5,1.0,4.0,eval,0.9988981221786598
navigation,execution_slip,60,1.0,0.6537630788179545,1.0,0.07646154898863572,0.0,0.0,0.5,1.0,4.0,train,0.9988999150300615
navigation,execution_slip,61,1.0,0.6548566082119942,1.0,0.0825367122888565,0.0,0.0,0.5,1.0,4.0,eval,0.9988995302042618
navigation,execution_slip,62,1.0,0.6540306281355711,1.0,0.07794793408650619,0.0,0.0,0.5,1.0,4.0,train,0.9988998208887462
navigation,execution_slip,63,1.0,0.6581772005099517,1.0,0.10098444727750924,0.0,0.0,0.5,1.0,4.0,eval,0.998898360824628
navigation,execution_slip,64,1.0,0.654827503149326,1.0,0.08237501749625573,0.0,0.0,0.5,1.0,4.0,train,0.998899540448416
navigation,execution_slip,65,1.0,0.6544340272133167,1.0,0.08018904007398164,0.0,0.0,0.5,1.0,4.0,eval,0.998899678931403
navigation,execution_slip,66,1.0,0.6547200961525623,1.0,0.08177831195867978,0.0,0.0,0.5,1.0,4.0,train,0.9988995782517989
navigation,execution_slip,67,1.0,0.6553702811552928,1.0,0.0853904508627378,0.0,0.0,0.5,1.0,4.0,eval,0.9988993493903224
navigation,execution_slip,68,1.0,0.6531089643790172,1.0,0.07282757988342872,0.0,0.0,0.5,1.0,4.0,train,0.9989001451563374
navigation,execution_slip,69,1.0,0.6545371911617426,1.0,0.08076217312079209,0.0,0.0,0.5,1.0,4.0,eval,0.9988996426247629
navigation,execution_slip,70,1.0,0.6535526667420681,1.0,0.07529259301148927,0.0,0.0,0.5,1.0,4.0,train,0.9988999890611127
navigation,execution_slip,71,1.0,0.6551162274754965,1.0,0.08397904153053577,0.0,0.0,0.5,1.0,4.0,eval,0.9988994388214524
navigation,execution_slip,72,1.0,0.6562721295769398,1.0,0.09040071987188779,0.0,0.0,0.5,1.0,4.0,train,0.9988990318660194
navigation,execution_slip,73,1.0,0.6552474803420214,1.0,0.08470822412234086,0.0,0.0,0.5,1.0,4.0,eval,0.9988993926191619
navigation,execution_slip,74,1.0,0.6549770363019063,1.0,0.08320575723281273,0.0,0.0,0.5,1.0,4.0,train,0.9988994878159878
navigation,execution_slip,75,1.0,0.6545596866424267,1.0,0.08088714801348172,0.0,0.0,0.5,1.0,4.0,eval,0.9988996347077364
navigation,execution_slip,76,1.0,0.6588402198828184,1.0,0.10466788823787983,0.0,0.0,0.5,1.0,4.0,train,0.9988981271871369
navigation,execution_slip,77,1.0,0.6578391905931327,1.0,0.09910661440629225,0.0,0.0,0.5,1.0,4.0,eval,0.9988984799149061
navigation,execution_slip,78,1.0,0.6554003518132063,1.0,0.08555751007336836,0.0,0.0,0.5,1.0,4.0,train,0.998899338804469
navigation,execution_slip,79,1.0,0.658446855361645,1.0,0.10248252978691688,0.0,0.0,0.5,1.0,4.0,eval,0.998898265808514
navigation,execution_slip,80,1.0,0.6545004871946115,1.0,0.08055826219228597,0.0,0.0,0.5,1.0,4.0,train,0.9988996555421812
navigation,execution_slip,81,1.0,0.6538835842792805,1.0,0.07713102377378023,0.0,0.0,0.5,1.0,4.0,eval,0.9988998726293697
navigation,execution_slip,82,1.0,0.6532119457309062,1.0,0.0733996985050348,0.0,0.0,0.5,1.0,4.0,train,0.9989001089292994
navigation,execution_slip,83,1.0,0.6585340869885224,1.0,0.10296714993623586,0.0,0.0,0.5,1.0,4.0,eval,0.9988982350696543
navigation,execution_slip,84,1.0,0.6558983936676612,1.0,0.08832440926478459,0.0,0.0,0.5,1.0,4.0,train,0.9988991634626851
navigation,execution_slip,85,1.0,0.6562184162781789,1.0,0.0901023126565493,0.0,0.0,0.5,1.0,4.0,eval,0.9988990507800498
navigation,execution_slip,86,1.0,0.6522536244300696,1.0,0.06807569127816421,0.0,0.0,0.5,1.0,4.0,train,0.9989004460039098
navigation,execution_slip,87,1.0,0.6549553104088857,1.0,0.08308505782714257,0.0,0.0,0.5,1.0,4.0,eval,0.9988994954631872
navigation,execution_slip,88,1.0,0.6525441922591283,1.0,0.06968995699515709,0.0,0.0,0.5,1.0,4.0,train,0.9989003438120976
navigation,execution_slip,89,1.0,0.6567298114070526,1.0,0.09294339670584752,0.0,0.0,0.5,1.0,4.0,eval,0.9988988706896347
navigation,execution_slip,90,1.0,0.6540811186570388,1.0,0.07822843698354867,0.0,0.0,0.5,1.0,4.0,train,0.9988998031219822
navigation,execution_slip,91,1.0,0.6556258523464203,1.0,0.08681029081344604,0.0,0.0,0.5,1.0,4.0,eval,0.9988992594176787
navigation,execution_slip,92,1.0,0.6550040430518297,1.0,0.08335579473238725,0.0,0.0,0.5,1.0,4.0,train,0.9988994783099292
navigation,execution_slip,93,1.0,0.6515948625482045,1.0,0.06441590304558094,0.0,0.0,0.5,1.0,4.0,eval,0.9989006776533066
navigation,execution_slip,94,1.0,0.6581848716277343,1.0,0.10102706459852365,0.0,0.0,0.5,1.0,4.0,train,0.9988983581217308
navigation,execution_slip,95,1.0,0.6564620990936573,1.0,0.09145610607587373,0.0,0.0,0.5,1.0,4.0,eval,0.9988989649695675
navigation,execution_slip,96,1.0,0.6545953177259519,1.0,0.0810850984775103,0.0,0.0,0.5,1.0,4.0,train,0.9988996221676686
navigation,execution_slip,97,1.0,0.6560645915911748,1.0,0.08924773106208214,0.0,0.0,0.5,1.0,4.0,eval,0.9988991049444456
navigation,execution_slip,98,1.0,0.6469239446176932,1.0,0.03846635898718467,0.0,0.0,0.5,1.0,4.0,train,0.9989023187540309
navigation,execution_slip,99,1.0,0.6578427166663684,1.0,0.09912620370204632,0.0,0.0,0.5,1.0,4.0,eval,0.9988984786726389
manipulation,none,0,0.0,0.02476298098380749,0.0,0.1375721165767083,0.0,0.0,0.0,1.0,0.0,train,0.000559934631325994
