task,failure_mode,episode,failure_label,risk_score,detected,distance_risk,safety_risk,intervention_risk,delay_risk,success,detection_delay,split,learned_risk_score
navigation,none,58,0.0,0.019016009798416722,0.0,0.1056444988800929,0.0,0.0,0.0,1.0,0.0,train,0.0005767325015806773
navigation,none,59,0.0,0.07672339267455613,0.0,0.09290773708086747,0.0,1.0,0.0,1.0,0.0,eval,0.0001050595778842517
navigation,none,60,0.0,0.07536914946941228,0.0,0.08538416371895717,0.0,1.0,0.0,1.0,0.0,train,0.00010510513859339279
navigation,none,61,0.0,0.07477313993068842,0.0,0.08207299961493565,0.0,1.0,0.0,1.0,0.0,eval,0.00010512519636064761
navigation,none,62,0.0,0.07582366010317435,0.0,0.08790922279541309,0.0,1.0,0.0,1.0,0.0,train,0.00010508984532186263
navigation,none,63,0.0,0.05941516516300348,0.0,0.0782666469995792,0.0,0.7554528117179871,0.0,1.0,0.0,eval,0.000159499262437575
navigation,none,64,0.0,0.0181687783736449,0.0,0.10093765763136056,0.0,0.0,0.0,1.0,0.0,train,0.0005768888863392598
navigation,none,65,0.0,0.019206174291097198,0.0,0.10670096828387333,0.0,0.0,0.0,1.0,0.0,eval,0.0005766974062167343
navigation,none,66,0.0,0.01910275862767146,0.0,0.106126436820397,0.0,0.0,0.0,1.0,0.0,train,0.0005767164915882805
navigation,none,67,0.0,0.06150244220244047,0.0,0.0693326615370237,0.0,0.8170427187629368,0.0,1.0,0.0,eval,0.00014368412541905143
navigation,none,68,0.0,0.013368253524486834,0.0,0.07426807513603798,0.0,0.0,0.0,1.0,0.0,train,0.0005777757836934579
navigation,none,69,0.0,0.07575312006932039,0.0,0.08751733371844658,0.0,1.0,0.0,1.0,0.0,eval,0.00010509221869117719
navigation,none,70,0.0,0.057999208913399616,0.0,0.08868848475126119,0.0,0.7005880276362101,0.0,1.0,0.0,train,0.00017502272580772438
navigation,none,71,0.0,0.016729339957237244,0.0,0.09294077754020691,0.0,0.0,0.0,1.0,0.0,eval,0.000577154679783838
navigation,none,72,0.0,0.016610527382447168,0.0,0.09228070768026204,0.0,0.0,0.0,1.0,0.0,train,0.0005771766240871887
navigation,none,73,0.0,0.018136532031572783,0.0,0.10075851128651546,0.0,0.0,0.0,1.0,0.0,eval,0.0005768948393121092
navigation,none,74,0.0,0.07587309012046227,0.0,0.08818383400256817,0.0,1.0,0.0,1.0,0.0,train,0.00010508818224591733
navigation,none,75,0.0,0.01657385230064392,0.0,0.09207695722579956,0.0,0.0,0.0,1.0,0.0,eval,0.0005771833980261681
navigation,none,76,0.0,0.016349865152285648,0.0,0.09083258417936471,0.0,0.0,0.0,1.0,0.0,train,0.000577224770490696
navigation,none,77,0.0,0.07346092075109481,0.0,0.07478289306163788,0.0,1.0,0.0,1.0,0.0,eval,0.00010516937053181066
navigation,none,78,0.0,0.07107604595331045,0.0,0.06153358862950251,0.0,1.0,0.0,1.0,0.0,train,0.00010524970179939588
navigation,none,79,0.0,0.06355820424281633,0.0,0.10341909069281358,0.0,0.7490461319684982,0.0,1.0,0.0,eval,0.00016101628036060362
navigation,none,80,0.0,0.0790651746896597,0.0,0.10591763716477613,0.0,1.0,0.0,1.0,0.0,train,0.00010498084006953453
navigation,none,81,0.0,0.052149215280810325,0.0,0.08229605280436002,0.0,0.6222654296004254,0.0,1.0,0.0,eval,0.00020008161316995067
navigation,none,82,0.0,0.016857247283825504,0.0,0.09365137379903059,0.0,0.0,0.0,1.0,0.0,train,0.0005771310566408835
navigation,none,83,0.0,0.011617920261162977,0.0,0.06454400145090543,0.0,0.0,0.0,1.0,0.0,eval,0.0005780994968068854
navigation,none,84,0.0,0.0740517525948011,0.0,0.07806529219333942,0.0,1.0,0.0,1.0,0.0,train,0.00010514947864100184
navigation,none,85,0.0,0.07481531973068531,0.0,0.08230733183714059,0.0,1.0,0.0,1.0,0.0,eval,0.00010512377673972452
navigation,none,86,0.0,0.05211375493768067,0.0,0.06493677886632772,0.0,0.6737522456956946,0.0,1.0,0.0,train,0.0001834617138404633
navigation,none,87,0.0,0.013204051783451668,0.0,0.07335584324139816,0.0,0.0,0.0,1.0,0.0,eval,0.0005778061440693621
navigation,none,88,0.0,0.013486681305445157,0.0,0.0749260072524731,0.0,0.0,0.0,1.0,0.0,train,0.000577753887765758
navigation,none,89,0.0,0.053819420417914016,0.0,0.0862568960740016,0.0,0.6382196520765622,0.0,1.0,0.0,eval,0.0001946718998357347
navigation,none,90,0.0,0.01772386385844304,0.0,0.09846591032468355,0.0,0.0,0.0,1.0,0.0,train,0.0005769710270921884
navigation,none,91,0.0,0.0168364127094929,0.0,0.09353562616384946,0.0,0.0,0.0,1.0,0.0,eval,0.0005771349045025654
navigation,none,92,0.0,0.0781422492632499,0.0,0.10079027368472172,0.0,1.0,0.0,1.0,0.0,train,0.0001050118645746589
navigation,none,93,0.0,0.014004851075319142,0.0,0.07780472819621746,0.0,0.0,0.0,1.0,0.0,eval,0.0005776580939173239
navigation,none,94,0.0,0.07607113927602768,0.0,0.08928410708904266,0.0,1.0,0.0,1.0,0.0,train,0.0001050815191339468
navigation,none,95,0.0,0.014428855708012212,0.0,0.08016030948895674,0.0,0.0,0.0,1.0,0.0,eval,0.0005775797201510223
navigation,none,96,0.0,0.01730830921576573,0.0,0.09615727342092073,0.0,0.0,0.0,1.0,0.0,train,0.0005770477579408492
navigation,none,97,0.0,0.07507849498437001,0.0,0.08376941657983339,0.0,1.0,0.0,1.0,0.0,eval,0.00010511491963663853
navigation,none,98,0.0,0.018609461188316346,0.0,0.10338589549064636,0.0,0.0,0.0,1.0,0.0,train,0.0005768075383699749
navigation,none,99,0.0,0.07513981028245045,0.0,0.08411005712472475,0.0,1.0,0.0,1.0,0.0,eval,0.00010511285619145413
navigation,state_target_bias,0,1.0,0.6330524873733521,1.0,0.07251381874084473,0.0,0.0,0.0,1.0,0.0,train,0.998338216728643
navigation,state_target_bias,1,1.0,0.6328102653301679,1.0,0.0711681407231551,0.0,0.0,0.0,1.0,0.0,eval,0.9983383453931031
navigation,state_target_bias,2,1.0,0.6387065592178931,1.0,0.10392532898829533,0.0,0.0,0.0,1.0,0.0,train,0.998335210549075
navigation,state_target_bias,3,1.0,0.6338770108039562,1.0,0.07709450446642362,0.0,0.0,0.0,1.0,0.0,eval,0.9983377786804786
navigation,state_target_bias,4,1.0,0.6324500941771727,1.0,0.06916718987318185,0.0,0.0,0.0,1.0,0.0,train,0.9983385366918481
navigation,state_target_bias,5,1.0,0.6382487927950345,1.0,0.10138218219463642,0.0,0.0,0.0,1.0,0.0,eval,0.998335454138013
navigation,state_target_bias,6,1.0,0.6348576738742682,1.0,0.08254263263482313,0.0,0.0,0.0,1.0,0.0,train,0.9983372575292337
navigation,state_target_bias,7,1.0,0.6372927554983359,1.0,0.09607086387964395,0.0,0.0,0.0,1.0,0.0,eval,0.9983359627545673
navigation,state_target_bias,8,1.0,0.6373286176644839,1.0,0.09627009813602154,0.0,0.0,0.0,1.0,0.0,train,0.9983359436785193
navigation,state_target_bias,9,1.0,0.6392581905768467,1.0,0.10698994764914879,0.0,0.0,0.0,1.0,0.0,eval,0.9983349169649807
navigation,state_target_bias,10,1.0,0.6353116068014731,1.0,0.08506448223040654,0.0,0.0,0.0,1.0,0.0,train,0.9983370162416038
navigation,state_target_bias,11,1.0,0.637822827054904,1.0,0.09901570586057809,0.0,0.0,0.0,1.0,0.0,eval,0.9983356807730537
navigation,state_target_bias,12,1.0,0.6343074486118097,1.0,0.07948582562116475,0.0,0.0,0.0,1.0,0.0,train,0.9983375499541081
navigation,state_target_bias,13,1.0,0.6364278080830207,1.0,0.09126560046122624,0.0,0.0,0.0,1.0,0.0,eval,0.9983364227771712
navigation,state_target_bias,14,1.0,0.6385969662207823,1.0,0.1033164790043464,0.0,0.0,0.0,1.0,0.0,train,0.9983352688694838
navigation,state_target_bias,15,1.0,0.6390547140745017,1.0,0.10585952263612013,0.0,0.0,0.0,1.0,0.0,eval,0.998335025263362
navigation,state_target_bias,16,1.0,0.6369513546503507,1.0,0.09417419250194843,0.0,0.0,0.0,1.0,0.0,train,0.9983361443439036
navigation,state_target_bias,17,1.0,0.6365668362608323,1.0,0.09203797922684596,0.0,0.0,0.0,1.0,0.0,eval,0.9983363488435476
navigation,state_target_bias,18,1.0,0.6354871377807397,1.0,0.08603965433744283,0.0,0.0,0.0,1.0,0.0,train,0.9983369229289014
navigation,state_target_bias,19,1.0,0.6388192635774612,1.0,0.10455146431922913,0.0,0.0,0.0,1.0,0.0,eval,0.9983351505708135
navigation,state_target_bias,20,1.0,0.6357735946086737,1.0,0.08763108115929823,0.0,0.0,0.0,1.0,0.0,train,0.9983367706365178
navigation,state_target_bias,21,1.0,0.6339038163882036,1.0,0.07724342437890859,0.0,0.0,0.0,1.0,0.0,eval,0.9983377644374244
navigation,state_target_bias,22,1.0,0.6332130299623195,1.0,0.07340572201288663,0.0,0.0,0.0,1.0,0.0,train,0.9983381314455169
navigation,state_target_bias,23,1.0,0.6771687953403362,1.0,0.07729730353905605,0.0,0.7209213450551033,0.0,1.0,0.0,eval,0.9943443816853055
navigation,state_target_bias,24,1.0,0.6349007759415186,1.0,0.08278208856399243,0.0,0.0,0.0,1.0,0.0,train,0.9983372346198713
navigation,state_target_bias,25,1.0,0.6370359793763894,1.0,0.09464432986883016,0.0,0.0,0.0,1.0,0.0,eval,0.9983360993342959
navigation,state_target_bias,26,1.0,0.6369040384200904,1.0,0.09391132455605726,0.0,0.0,0.0,1.0,0.0,train,0.9983361695095996
navigation,state_target_bias,27,1.0,0.6342207369208336,1.0,0.07900409400463104,0.0,0.0,0.0,1.0,0.0,eval,0.9983375960335598
navigation,state_target_bias,28,1.0,0.6382834613781709,1.0,0.10157478543428274,0.0,0.0,0.0,1.0,0.0,train,0.99833543569124
navigation,state_target_bias,29,1.0,0.6342526665559182,1.0,0.07918148086621211,0.0,0.0,0.0,1.0,0.0,eval,0.9983375790659835
navigation,state_target_bias,30,1.0,0.6366949179310065,1.0,0.09274954406114724,0.0,0.0,0.0,1.0,0.0,train,0.998336280728251
navigation,state_target_bias,31,1.0,0.634262132690503,1.0,0.0792340705027947,0.0,0.0,0.0,1.0,0.0,eval,0.9983375740355966
navigation,state_target_bias,32,1.0,0.6369806980169737,1.0,0.09433721120540912,0.0,0.0,0.0,1.0,0.0,train,0.9983361287370967
navigation,state_target_bias,33,1.0,0.6315167886018753,1.0,0.06398215889930725,0.0,0.0,0.0,1.0,0.0,eval,0.9983390322988365
navigation,state_target_bias,34,1.0,0.6380338323116302,1.0,0.10018795728683472,0.0,0.0,0.0,1.0,0.0,train,0.9983355685115729
navigation,state_target_bias,35,1.0,0.6326088376228626,1.0,0.07004909790479219,0.0,0.0,0.0,1.0,0.0,eval,0.9983384523806932
navigation,state_target_bias,36,1.0,0.6325524256091851,1.0,0.06973569782880636,0.0,0.0,0.0,1.0,0.0,train,0.9983384823424951
navigation,state_target_bias,37,1.0,0.6327605175742737,1.0,0.07089176430152012,0.0,0.0,0.0,1.0,0.0,eval,0.9983383718170813
navigation,state_target_bias,38,1.0,0.6372140966241177,1.0,0.09563387013398683,0.0,0.0,0.0,1.0,0.0,train,0.9983360045945676
navigation,state_target_bias,39,1.0,0.6380848334844296,1.0,0.10047129713571988,0.0,0.0,0.0,1.0,0.0,eval,0.9983355413761991
navigation,state_target_bias,40,1.0,0.6959524040726515,1.0,0.08862446707028608,0.0,1.0,0.0,1.0,0.0,train,0.9909258988605771
navigation,state_target_bias,41,1.0,0.6371530732741723,1.0,0.09529485152317928,0.0,0.0,0.0,1.0,0.0,eval,0.9983360370532075
navigation,state_target_bias,42,1.0,0.6336389358685567,1.0,0.07577186593642601,0.0,0.0,0.0,1.0,0.0,train,0.9983379051754255
navigation,state_target_bias,43,1.0,0.6356143508278407,1.0,0.08674639348800366,0.0,0.0,0.0,1.0,0.0,eval,0.9983368552988643
navigation,state_target_bias,44,1.0,0.6371424909279897,1.0,0.0952360607110537,0.0,0.0,0.0,1.0,0.0,train,0.9983360426819486
navigation,state_target_bias,45,1.0,0.6351577975887519,1.0,0.08420998660417703,0.0,0.0,0.0,1.0,0.0,eval,0.9983370980026646
navigation,state_target_bias,46,1.0,0.6364672427452528,1.0,0.09148468191807087,0.0,0.0,0.0,1.0,0.0,train,0.998336401806594
navigation,state_target_bias,47,1.0,0.6369248069708164,1.0,0.09402670539342439,0.0,0.0,0.0,1.0,0.0,eval,0.9983361584636473
navigation,state_target_bias,48,1.0,0.638607534124301,1.0,0.10337518957945016,0.0,0.0,0.0,1.0,0.0,train,0.998335263245815
navigation,state_target_bias,49,1.0,0.6317523432924197,1.0,0.06529079606899849,0.0,0.0,0.0,1.0,0.0,eval,0.9983389072277379
navigation,state_target_bias,50,1.0,0.6377180599707823,1.0,0.0984336665043464,0.0,0.0,0.0,1.0,0.0,train,0.9983357365096526
navigation,state_target_bias,51,1.0,0.6343421367957042,1.0,0.07967853775391212,0.0,0.0,0.0,1.0,0.0,eval,0.9983375315201063
navigation,state_target_bias,52,1.0,0.6344539261093507,1.0,0.08029958949639247,0.0,0.0,0.0,1.0,0.0,train,0.9983374721116182
navigation,state_target_bias,53,1.0,0.6358419094406641,1.0,0.08801060800368969,0.0,0.0,0.0,1.0,0.0,eval,0.9983367343154511
navigation,state_target_bias,54,1.0,0.6375769097529925,1.0,0.09764949862773602,0.0,0.0,0.0,1.0,0.0,train,0.9983358115993095
navigation,state_target_bias,55,1.0,0.6375420946799791,1.0,0.09745608155543987,0.0,0.0,0.0,1.0,0.0,eval,0.9983358301198513
navigation,state_target_bias,56,1.0,0.6376313111415276,1.0,0.09795172856404231,0.0,0.0,0.0,1.0,0.0,train,0.9983357826590421
navigation,state_target_bias,57,1.0,0.6381998383540374,1.0,0.10111021307798532,0.0,0.0,0.0,1.0,0.0,eval,0.9983354801857864
navigation,state_target_bias,58,1.0,0.6327317911157241,1.0,0.07073217286513402,0.0,0.0,0.0,1.0,0.0,train,0.9983383870752129
navigation,state_target_bias,59,1.0,0.63831365273549,1.0,0.10174251519716702,0.0,0.0,0.0,1.0,0.0,eval,0.9983354196265838
navigation,state_target_bias,60,1.0,0.6341956840570157,1.0,0.07886491142786466,0.0,0.0,0.0,1.0,0.0,train,0.9983376093466623
navigation,state_target_bias,61,1.0,0.6340486267896799,1.0,0.07804792660933274,0.0,0.0,0.0,1.0,0.0,eval,0.9983376874908115
navigation,state_target_bias,62,1.0,0.6349660866994125,1.0,0.08314492610784677,0.0,0.0,0.0,1.0,0.0,train,0.9983371999056733
navigation,state_target_bias,63,1.0,0.6373257497640756,1.0,0.09625416535597581,0.0,0.0,0.0,1.0,0.0,eval,0.9983359452040405
navigation,state_target_bias,64,1.0,0.6393689967577274,1.0,0.10760553754293001,0.0,0.0,0.0,1.0,0.0,train,0.9983348579865156
navigation,state_target_bias,65,1.0,0.6331312308403162,1.0,0.07295128244620103,0.0,0.0,0.0,1.0,0.0,eval,0.9983381748992355
navigation,state_target_bias,66,1.0,0.6369587678634203,1.0,0.09421537701900189,0.0,0.0,0.0,1.0,0.0,train,0.9983361404010641
navigation,state_target_bias,67,1.0,0.6339010248275904,1.0,0.0772279157088353,0.0,0.0,0.0,1.0,0.0,eval,0.998337765920716
navigation,state_target_bias,68,1.0,0.6377391070585985,1.0,0.09855059476999135,0.0,0.0,0.0,1.0,0.0,train,0.9983357253126489
navigation,state_target_bias,69,1.0,0.6352909032427347,1.0,0.08494946245963757,0.0,0.0,0.0,1.0,0.0,eval,0.9983370272473221
navigation,state_target_bias,70,1.0,0.6314948749542236,1.0,0.06386041641235352,0.0,0.0,0.0,1.0,0.0,train,0.9983390439337199
navigation,state_target_bias,71,1.0,0.6390492114195456,1.0,0.10582895233080937,0.0,0.0,0.0,1.0,0.0,eval,0.9983350281919987
navigation,state_target_bias,72,1.0,0.6377313430951191,1.0,0.09850746163955101,0.0,0.0,0.0,1.0,0.0,train,0.998335729443069
navigation,state_target_bias,73,1.0,0.6380984818018399,1.0,0.1005471211213332,0.0,0.0,0.0,1.0,0.0,eval,0.9983355341144834
navigation,state_target_bias,74,1.0,0.6349227483914449,1.0,0.08290415773024926,0.0,0.0,0.0,1.0,0.0,train,0.9983372229410801
navigation,state_target_bias,75,1.0,0.633367625268606,1.0,0.0742645848255891,0.0,0.0,0.0,1.0,0.0,eval,0.9983380493175649
navigation,state_target_bias,76,1.0,0.6323192704640902,1.0,0.06844039146716778,0.0,0.0,0.0,1.0,0.0,train,0.9983386061711812
navigation,state_target_bias,77,1.0,0.6306103422550055,1.0,0.058946345861141496,0.0,0.0,0.0,1.0,0.0,eval,0.9983395135016673
navigation,state_target_bias,78,1.0,0.6351785620130025,1.0,0.08432534451668079,0.0,0.0,0.0,1.0,0.0,train,0.9983370869650597
navigation,state_target_bias,79,1.0,0.6382404717573753,1.0,0.10133595420764042,0.0,0.0,0.0,1.0,0.0,eval,0.9983354585655155
navigation,state_target_bias,80,1.0,0.6383386241014187,1.0,0.10188124500788175,0.0,0.0,0.0,1.0,0.0,train,0.9983354063393393
navigation,state_target_bias,81,1.0,0.6354936792758795,1.0,0.08607599597710829,0.0,0.0,0.0,1.0,0.0,eval,0.9983369194513255
navigation,state_target_bias,82,1.0,0.6335092603472563,1.0,0.07505144637364608,0.0,0.0,0.0,1.0,0.0,train,0.9983379740711101
navigation,state_target_bias,83,1.0,0.6380157789817223,1.0,0.10008766100956844,0.0,0.0,0.0,1.0,0.0,eval,0.9983355781168122
navigation,state_target_bias,84,1.0,0.6340365135211211,1.0,0.07798063067289498,0.0,0.0,0.0,1.0,0.0,train,0.9983376939274673
navigation,state_target_bias,85,1.0,0.6345342025619287,1.0,0.08074556978849264,0.0,0.0,0.0,1.0,0.0,eval,0.9983374294487851
navigation,state_target_bias,86,1.0,0.6321834165774859,1.0,0.0676856476526994,0.0,0.0,0.0,1.0,0.0,train,0.9983386783189255
navigation,state_target_bias,87,1.0,0.6355108031172019,1.0,0.08617112842889932,0.0,0.0,0.0,1.0,0.0,eval,0.9983369103479501
navigation,state_target_bias,88,1.0,0.6382531132147863,1.0,0.1014061845265902,0.0,0.0,0.0,1.0,0.0,train,0.9983354518391762
navigation,state_target_bias,89,1.0,0.6355615505117637,1.0,0.08645305839868692,0.0,0.0,0.0,1.0,0.0,eval,0.998336883369332
navigation,state_target_bias,90,1.0,0.6328386884927749,1.0,0.07132604718208313,0.0,0.0,0.0,1.0,0.0,train,0.9983383302956906
navigation,state_target_bias,91,1.0,0.635903960282986,1.0,0.08835533490547767,0.0,0.0,0.0,1.0,0.0,eval,0.9983367013240845
navigation,state_target_bias,92,1.0,0.6352556074353365,1.0,0.08475337464075822,0.0,0.0,0.0,1.0,0.0,train,0.9983370460099055
navigation,state_target_bias,93,1.0,0.6297417862369464,1.0,0.054121034649702214,0.0,0.0,0.0,1.0,0.0,eval,0.9983399744591832
navigation,state_target_bias,94,1.0,0.6359288212656975,1.0,0.0884934514760971,0.0,0.0,0.0,1.0,0.0,train,0.998336688105744
navigation,state_target_bias,95,1.0,0.6379902381621875,1.0,0.09994576756770794,0.0,0.0,0.0,1.0,0.0,eval,0.9983355917056609
navigation,state_target_bias,96,1.0,0.6359454715939669,1.0,0.08858595329981583,0.0,0.0,0.0,1.0,0.0,train,0.9983366792528691
navigation,state_target_bias,97,1.0,0.6340090662699479,1.0,0.07782814594415517,0.0,0.0,0.0,1.0,0.0,eval,0.9983377085120855
navigation,state_target_bias,98,1.0,0.6312231434537814,1.0,0.062350796965452336,0.0,0.0,0.0,1.0,0.0,train,0.9983391882007208
navigation,state_target_bias,99,1.0,0.6377805843261573,1.0,0.09878102403420667,0.0,0.0,0.0,1.0,0.0,eval,0.9983357032466152
navigation,state_dropout,0,1.0,0.6330524873733521,1.0,0.07251381874084473,0.0,0.0,0.0,1.0,0.0,train,0.998338216728643
